symbol_name,symbol_kind,path,line_range,module_category,relevance,inspected,notes
TelemetrySeverity,enum,OpenIntelligence/Services/Infrastructure/Monitoring/TelemetryCenter.swift,27-37,diagnostics,indirect,yes,Scanned type definition for TelemetrySeverity
TelemetryEvent,struct,OpenIntelligence/Services/Infrastructure/Monitoring/TelemetryCenter.swift,41-51,diagnostics,indirect,yes,Scanned type definition for TelemetryEvent
TelemetryCenter,extension,OpenIntelligence/Services/Infrastructure/Monitoring/TelemetryCenter.swift,147-157,diagnostics,indirect,yes,Scanned type definition for TelemetryCenter
PipelineOptimizationLevel,enum,OpenIntelligence/Services/Infrastructure/Optimization/AdaptivePipelineOptimizer.swift,23-33,model,indirect,yes,Scanned type definition for PipelineOptimizationLevel
DeviceRuntimeState,struct,OpenIntelligence/Services/Infrastructure/Optimization/AdaptivePipelineOptimizer.swift,42-52,model,indirect,yes,Scanned type definition for DeviceRuntimeState
MemoryPressure,enum,OpenIntelligence/Services/Infrastructure/Optimization/AdaptivePipelineOptimizer.swift,48-58,model,indirect,yes,Scanned type definition for MemoryPressure
AdaptivePipelineConfig,struct,OpenIntelligence/Services/Infrastructure/Optimization/AdaptivePipelineOptimizer.swift,92-102,model,indirect,yes,Scanned type definition for AdaptivePipelineConfig
QueryComplexity,enum,OpenIntelligence/Services/Infrastructure/Optimization/AdaptivePipelineOptimizer.swift,595-605,retrieval,indirect,yes,Scanned type definition for QueryComplexity
ProcessInfo.ThermalState,extension,OpenIntelligence/Services/Infrastructure/Optimization/AdaptivePipelineOptimizer.swift,634-644,ingestion,indirect,yes,Scanned type definition for ProcessInfo.ThermalState
ClusterLabelService,actor,OpenIntelligence/Services/Infrastructure/Presentation/ClusterLabelService.swift,24-34,model,indirect,yes,Scanned type definition for ClusterLabelService
ChunkInfo,struct,OpenIntelligence/Services/Infrastructure/Presentation/ClusterLabelService.swift,45-55,model,indirect,yes,Scanned type definition for ChunkInfo
LibraryIconSuggestionService,enum,OpenIntelligence/Services/Infrastructure/Presentation/LibraryIconSuggestionService.swift,12-22,model,indirect,yes,Scanned type definition for LibraryIconSuggestionService
ContentDomain,enum,OpenIntelligence/Services/Infrastructure/Presentation/LibraryIconSuggestionService.swift,14-24,model,indirect,yes,Scanned type definition for ContentDomain
LibraryIconSuggestionService,extension,OpenIntelligence/Services/Infrastructure/Presentation/LibraryIconSuggestionService.swift,294-304,model,indirect,yes,Scanned type definition for LibraryIconSuggestionService
LibraryProfile,struct,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,19-29,model,indirect,yes,Scanned type definition for LibraryProfile
LibrarySizeCategory,enum,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,72-82,model,indirect,yes,Scanned type definition for LibrarySizeCategory
RetrievalActivity,enum,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,92-102,model,indirect,yes,Scanned type definition for RetrievalActivity
ContentCategory,enum,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,117-127,model,indirect,yes,Scanned type definition for ContentCategory
TopicCluster,struct,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,153-163,model,indirect,yes,Scanned type definition for TopicCluster
HotChunk,struct,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,163-173,model,indirect,yes,Scanned type definition for HotChunk
RecentAddition,struct,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,172-182,model,indirect,yes,Scanned type definition for RecentAddition
VisualizationInsight,struct,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,185-195,model,indirect,yes,Scanned type definition for VisualizationInsight
InsightType,enum,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,195-205,model,indirect,yes,Scanned type definition for InsightType
InsightPriority,enum,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,208-218,model,indirect,yes,Scanned type definition for InsightPriority
InsightAction,enum,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,219-229,model,indirect,yes,Scanned type definition for InsightAction
InsightMetric,struct,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,230-240,model,indirect,yes,Scanned type definition for InsightMetric
Trend,enum,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,236-246,model,indirect,yes,Scanned type definition for Trend
DocumentEdge,struct,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,248-258,model,indirect,yes,Scanned type definition for DocumentEdge
DocumentNode,struct,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,256-266,model,indirect,yes,Scanned type definition for DocumentNode
SimilarityMatrix,struct,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,265-275,model,indirect,yes,Scanned type definition for SimilarityMatrix
ChunkDetail,struct,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,272-282,model,indirect,yes,Scanned type definition for ChunkDetail
EmbeddingSnapshot,struct,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,284-294,model,indirect,yes,Scanned type definition for EmbeddingSnapshot
RecommendedView,struct,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,305-315,UI,indirect,yes,Scanned type definition for RecommendedView
ViewType,enum,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,312-322,UI,indirect,yes,Scanned type definition for ViewType
ProjectionCacheKey,struct,OpenIntelligence/Services/Infrastructure/Presentation/ProjectionCache.swift,8-18,model,indirect,yes,Scanned type definition for ProjectionCacheKey
ProjectionCacheEntry,struct,OpenIntelligence/Services/Infrastructure/Presentation/ProjectionCache.swift,15-25,model,indirect,yes,Scanned type definition for ProjectionCacheEntry
ProjectionMethodKind,enum,OpenIntelligence/Services/Infrastructure/Presentation/ProjectionService.swift,18-28,model,indirect,yes,Scanned type definition for ProjectionMethodKind
VizLCG,struct,OpenIntelligence/Services/Infrastructure/Presentation/ProjectionService.swift,589-599,model,indirect,yes,Scanned type definition for VizLCG
Float,extension,OpenIntelligence/Services/Infrastructure/Presentation/ProjectionService.swift,601-611,model,indirect,yes,Scanned type definition for Float
Notification.Name,extension,OpenIntelligence/Services/Infrastructure/Storage/WorkspaceSyncService.swift,3-13,persistence,direct,yes,Scanned type definition for Notification.Name
SyncBootstrapChoice,enum,OpenIntelligence/Services/Infrastructure/Storage/WorkspaceSyncService.swift,7-17,persistence,direct,yes,Scanned type definition for SyncBootstrapChoice
BootstrapBehavior,enum,OpenIntelligence/Services/Infrastructure/Storage/WorkspaceSyncService.swift,13-23,persistence,direct,yes,Scanned type definition for BootstrapBehavior
SyncResolutionStrategy,enum,OpenIntelligence/Services/Infrastructure/Storage/WorkspaceSyncService.swift,18-28,persistence,direct,yes,Scanned type definition for SyncResolutionStrategy
SyncPendingBootstrapConflict,struct,OpenIntelligence/Services/Infrastructure/Storage/WorkspaceSyncService.swift,33-43,persistence,direct,yes,Scanned type definition for SyncPendingBootstrapConflict
WorkspaceInventory,struct,OpenIntelligence/Services/Infrastructure/Storage/WorkspaceSyncService.swift,45-55,persistence,direct,yes,Scanned type definition for WorkspaceInventory
ContainerMergeResult,struct,OpenIntelligence/Services/Infrastructure/Storage/WorkspaceSyncService.swift,50-60,persistence,direct,yes,Scanned type definition for ContainerMergeResult
DocumentMergeResult,struct,OpenIntelligence/Services/Infrastructure/Storage/WorkspaceSyncService.swift,56-66,persistence,direct,yes,Scanned type definition for DocumentMergeResult
PendingBootstrapPlan,struct,OpenIntelligence/Services/Infrastructure/Storage/WorkspaceSyncService.swift,61-71,persistence,direct,yes,Scanned type definition for PendingBootstrapPlan
SourcedDocument,struct,OpenIntelligence/Services/Infrastructure/Storage/WorkspaceSyncService.swift,68-78,persistence,direct,yes,Scanned type definition for SourcedDocument
PersistedIngestionContextRecord,struct,OpenIntelligence/Services/Infrastructure/Storage/WorkspaceSyncService.swift,73-83,persistence,direct,yes,Scanned type definition for PersistedIngestionContextRecord
CodingKeys,enum,OpenIntelligence/Services/Infrastructure/Storage/WorkspaceSyncService.swift,77-87,persistence,direct,yes,Scanned type definition for CodingKeys
PersistedIngestionQueueStateRecord,struct,OpenIntelligence/Services/Infrastructure/Storage/WorkspaceSyncService.swift,100-110,persistence,direct,yes,Scanned type definition for PersistedIngestionQueueStateRecord
CodingKeys,enum,OpenIntelligence/Services/Infrastructure/Storage/WorkspaceSyncService.swift,105-115,persistence,direct,yes,Scanned type definition for CodingKeys
QueueFilterMode,enum,OpenIntelligence/Services/Infrastructure/Storage/WorkspaceSyncService.swift,132-142,persistence,direct,yes,Scanned type definition for QueueFilterMode
Snapshot,struct,OpenIntelligence/Services/Infrastructure/Storage/WorkspaceSyncService.swift,2731-2741,persistence,direct,yes,Scanned type definition for Snapshot
FirstQueryTip,struct,OpenIntelligence/Services/Infrastructure/Tips/AppTips.swift,17-27,retrieval,indirect,yes,Scanned type definition for FirstQueryTip
IngestDocumentTip,struct,OpenIntelligence/Services/Infrastructure/Tips/AppTips.swift,42-52,ingestion,indirect,yes,Scanned type definition for IngestDocumentTip
ContainerTip,struct,OpenIntelligence/Services/Infrastructure/Tips/AppTips.swift,67-77,lifecycle,indirect,yes,Scanned type definition for ContainerTip
ModelConfigTip,struct,OpenIntelligence/Services/Infrastructure/Tips/AppTips.swift,92-102,lifecycle,indirect,yes,Scanned type definition for ModelConfigTip
AtlasTip,struct,OpenIntelligence/Services/Infrastructure/Tips/AppTips.swift,117-127,lifecycle,indirect,yes,Scanned type definition for AtlasTip
CompactTipViewStyle,struct,OpenIntelligence/Services/Infrastructure/Tips/AppTips.swift,144-154,UI,indirect,yes,Scanned type definition for CompactTipViewStyle
InlineTipView,struct,OpenIntelligence/Services/Infrastructure/Tips/AppTips.swift,173-183,UI,indirect,yes,Scanned type definition for InlineTipView
AppTipConfiguration,enum,OpenIntelligence/Services/Infrastructure/Tips/AppTips.swift,189-199,lifecycle,indirect,yes,Scanned type definition for AppTipConfiguration
AdapterDescriptor,struct,OpenIntelligence/Services/LLM/AdapterManager.swift,40-50,model,indirect,yes,Scanned type definition for AdapterDescriptor
AdapterDomain,enum,OpenIntelligence/Services/LLM/AdapterManager.swift,55-65,model,indirect,yes,Scanned type definition for AdapterDomain
AdapterState,enum,OpenIntelligence/Services/LLM/AdapterManager.swift,66-76,model,indirect,yes,Scanned type definition for AdapterState
InstalledAdapter,struct,OpenIntelligence/Services/LLM/AdapterManager.swift,76-86,model,indirect,yes,Scanned type definition for InstalledAdapter
LLMService,protocol,OpenIntelligence/Services/LLM/LLMService.swift,29-39,model,indirect,yes,Scanned type definition for LLMService
RAGToolHandler,protocol,OpenIntelligence/Services/LLM/LLMService.swift,47-57,RAG,indirect,yes,Scanned type definition for RAGToolHandler
LLMStreamEvent,struct,OpenIntelligence/Services/LLM/LLMService.swift,76-86,model,indirect,yes,Scanned type definition for LLMStreamEvent
StructuredRAGClaim,struct,OpenIntelligence/Services/LLM/LLMService.swift,90-100,RAG,indirect,yes,Scanned type definition for StructuredRAGClaim
StructuredRAGGeneration,struct,OpenIntelligence/Services/LLM/LLMService.swift,96-106,RAG,indirect,yes,Scanned type definition for StructuredRAGGeneration
StructuredRAGMode,enum,OpenIntelligence/Services/LLM/LLMService.swift,105-115,RAG,indirect,yes,Scanned type definition for StructuredRAGMode
LLMStreamingContext,enum,OpenIntelligence/Services/LLM/LLMService.swift,110-120,model,indirect,yes,Scanned type definition for LLMStreamingContext
LLMResponse,struct,OpenIntelligence/Services/LLM/LLMService.swift,126-136,model,indirect,yes,Scanned type definition for LLMResponse
AppleFoundationLLMService,class,OpenIntelligence/Services/LLM/LLMService.swift,170-180,model,indirect,yes,Scanned type definition for AppleFoundationLLMService
ScreenshotMockLLMService,class,OpenIntelligence/Services/LLM/LLMService.swift,1627-1637,UI,indirect,yes,Scanned type definition for ScreenshotMockLLMService
AppleFoundationLLMServiceUnavailable,class,OpenIntelligence/Services/LLM/LLMService.swift,1725-1735,model,indirect,yes,Scanned type definition for AppleFoundationLLMServiceUnavailable
AssistChatIntent,struct,OpenIntelligence/Services/LLM/LLMService.swift,1766-1776,chat,indirect,yes,Scanned type definition for AssistChatIntent
AssistantProvider,enum,OpenIntelligence/Services/LLM/LLMService.swift,1803-1813,model,indirect,yes,Scanned type definition for AssistantProvider
AppleChatGPTExtensionService,class,OpenIntelligence/Services/LLM/LLMService.swift,1830-1840,chat,indirect,yes,Scanned type definition for AppleChatGPTExtensionService
AppleChatGPTExtensionService,class,OpenIntelligence/Services/LLM/LLMService.swift,1995-2005,chat,indirect,yes,Scanned type definition for AppleChatGPTExtensionService
LLMError,enum,OpenIntelligence/Services/LLM/LLMService.swift,2020-2030,model,indirect,yes,Scanned type definition for LLMError
Config,struct,OpenIntelligence/Services/LLM/LocalOpenAIServerLLMService.swift,22-32,model,indirect,yes,Scanned type definition for Config
ResolutionEvent,struct,OpenIntelligence/Services/LLM/ModelResolutionService.swift,43-53,model,direct,yes,Scanned type definition for ResolutionEvent
EnvironmentValues,extension,OpenIntelligence/Services/LLM/ModelResolutionService.swift,371-381,model,direct,yes,Scanned type definition for EnvironmentValues
ModelResolutionService,extension,OpenIntelligence/Services/LLM/ModelResolutionService.swift,380-390,model,direct,yes,Scanned type definition for ModelResolutionService
PromptTestCase,struct,OpenIntelligence/Services/LLM/PromptEvaluationService.swift,14-24,model,indirect,yes,Scanned type definition for PromptTestCase
PromptEvalResult,struct,OpenIntelligence/Services/LLM/PromptEvaluationService.swift,40-50,model,indirect,yes,Scanned type definition for PromptEvalResult
PromptEvalSuiteResult,struct,OpenIntelligence/Services/LLM/PromptEvaluationService.swift,53-63,model,indirect,yes,Scanned type definition for PromptEvalSuiteResult
PromptEvaluationService,actor,OpenIntelligence/Services/LLM/PromptEvaluationService.swift,64-74,model,indirect,yes,Scanned type definition for PromptEvaluationService
PromptEvalError,enum,OpenIntelligence/Services/LLM/PromptEvaluationService.swift,354-364,model,indirect,yes,Scanned type definition for PromptEvalError
GroundedPromptMode,enum,OpenIntelligence/Services/Query/Analysis/GroundedAnswerPolicy.swift,2-12,model,indirect,yes,Scanned type definition for GroundedPromptMode
GroundedAnswerPolicy,struct,OpenIntelligence/Services/Query/Analysis/GroundedAnswerPolicy.swift,7-17,model,indirect,yes,Scanned type definition for GroundedAnswerPolicy
QueryComplexityResult,struct,OpenIntelligence/Services/Query/Analysis/QueryComplexityAnalyzer.swift,13-23,retrieval,indirect,yes,Scanned type definition for QueryComplexityResult
QueryComplexity,enum,OpenIntelligence/Services/Query/Analysis/QueryComplexityAnalyzer.swift,18-28,retrieval,indirect,yes,Scanned type definition for QueryComplexity
InferredMode,enum,OpenIntelligence/Services/Query/Analysis/QueryComplexityAnalyzer.swift,24-34,model,indirect,yes,Scanned type definition for InferredMode
QueryExecutionMode,enum,OpenIntelligence/Services/Query/Analysis/QueryExecutionPlannerService.swift,6-16,retrieval,indirect,yes,Scanned type definition for QueryExecutionMode
QueryExecutionPlan,struct,OpenIntelligence/Services/Query/Analysis/QueryExecutionPlannerService.swift,24-34,retrieval,indirect,yes,Scanned type definition for QueryExecutionPlan
GuidedQueryExecutionPlan,struct,OpenIntelligence/Services/Query/Analysis/QueryExecutionPlannerService.swift,319-329,retrieval,indirect,yes,Scanned type definition for GuidedQueryExecutionPlan
QueryProfile,struct,OpenIntelligence/Services/Query/Analysis/QueryProfileService.swift,12-22,retrieval,indirect,yes,Scanned type definition for QueryProfile
SpecificationExtractionResult,struct,OpenIntelligence/Services/Query/Analysis/SpecificationExtractor.swift,27-37,model,indirect,yes,Scanned type definition for SpecificationExtractionResult
SpecificationExtractionFailure,enum,OpenIntelligence/Services/Query/Analysis/SpecificationExtractor.swift,69-79,model,indirect,yes,Scanned type definition for SpecificationExtractionFailure
SpecificationExtractor,actor,OpenIntelligence/Services/Query/Analysis/SpecificationExtractor.swift,90-100,model,indirect,yes,Scanned type definition for SpecificationExtractor
Config,struct,OpenIntelligence/Services/Query/Enhancement/ContextualCompressionService.swift,23-33,model,indirect,yes,Scanned type definition for Config
CompressionResult,struct,OpenIntelligence/Services/Query/Enhancement/ContextualCompressionService.swift,349-359,model,indirect,yes,Scanned type definition for CompressionResult
ContextualCompressionService,extension,OpenIntelligence/Services/Query/Enhancement/ContextualCompressionService.swift,444-454,model,indirect,yes,Scanned type definition for ContextualCompressionService
GroundingVerification,struct,OpenIntelligence/Services/Query/Enhancement/ContextualCompressionService.swift,540-550,model,indirect,yes,Scanned type definition for GroundingVerification
Status,enum,OpenIntelligence/Services/Query/Enhancement/ContextualCompressionService.swift,541-551,model,indirect,yes,Scanned type definition for Status
CorpusVocabulary,struct,OpenIntelligence/Services/Query/Enhancement/QueryEnhancementService.swift,12-22,model,indirect,yes,Scanned type definition for CorpusVocabulary
QueryIntent,enum,OpenIntelligence/Services/Query/Enhancement/QueryEnhancementService.swift,24-34,retrieval,indirect,yes,Scanned type definition for QueryIntent
AnswerIntent,enum,OpenIntelligence/Services/Query/Enhancement/QueryEnhancementService.swift,57-67,App Intents,indirect,yes,Scanned type definition for AnswerIntent
CorpusVocabulary,extension,OpenIntelligence/Services/Query/Enhancement/QueryEnhancementService.swift,1073-1083,model,indirect,yes,Scanned type definition for CorpusVocabulary
Config,struct,OpenIntelligence/Services/Query/Rewriting/HyDEService.swift,34-44,model,indirect,yes,Scanned type definition for Config
HyDEResult,struct,OpenIntelligence/Services/Query/Rewriting/HyDEService.swift,237-247,model,indirect,yes,Scanned type definition for HyDEResult
HyDEError,enum,OpenIntelligence/Services/Query/Rewriting/HyDEService.swift,251-261,model,indirect,yes,Scanned type definition for HyDEError
HyDEService,extension,OpenIntelligence/Services/Query/Rewriting/HyDEService.swift,269-279,model,indirect,yes,Scanned type definition for HyDEService
ConversationTurn,struct,OpenIntelligence/Services/Query/Rewriting/QueryRewriterService.swift,19-29,model,indirect,yes,Scanned type definition for ConversationTurn
RewrittenQuery,struct,OpenIntelligence/Services/Query/Rewriting/QueryRewriterService.swift,26-36,retrieval,indirect,yes,Scanned type definition for RewrittenQuery
SemanticIntent,enum,OpenIntelligence/Services/Query/Rewriting/QueryRewriterService.swift,38-48,App Intents,indirect,yes,Scanned type definition for SemanticIntent
QueryRewriterError,enum,OpenIntelligence/Services/Query/Rewriting/QueryRewriterService.swift,443-453,retrieval,indirect,yes,Scanned type definition for QueryRewriterError
QueryType,enum,OpenIntelligence/Services/Query/Routing/QueryRouterService.swift,22-32,retrieval,direct,yes,Scanned type definition for QueryType
QueryClassification,struct,OpenIntelligence/Services/Query/Routing/QueryRouterService.swift,64-74,retrieval,direct,yes,Scanned type definition for QueryClassification
QueryRouterService,actor,OpenIntelligence/Services/Query/Routing/QueryRouterService.swift,84-94,retrieval,direct,yes,Scanned type definition for QueryRouterService
QueryRouterService,extension,OpenIntelligence/Services/Query/Routing/QueryRouterService.swift,288-298,retrieval,direct,yes,Scanned type definition for QueryRouterService
SmartReply,struct,OpenIntelligence/Services/Query/UX/SmartReplyService.swift,15-25,model,indirect,yes,Scanned type definition for SmartReply
SmartReplyCategory,enum,OpenIntelligence/Services/Query/UX/SmartReplyService.swift,23-33,model,indirect,yes,Scanned type definition for SmartReplyCategory
SmartReplyService,actor,OpenIntelligence/Services/Query/UX/SmartReplyService.swift,46-56,model,indirect,yes,Scanned type definition for SmartReplyService
SuggestedQuestionList,struct,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,40-50,model,indirect,yes,Scanned type definition for SuggestedQuestionList
SuggestedQuestionsService,actor,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,45-55,model,indirect,yes,Scanned type definition for SuggestedQuestionsService
QuestionCategory,enum,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,53-63,model,indirect,yes,Scanned type definition for QuestionCategory
SuggestedQuestion,struct,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,75-85,model,indirect,yes,Scanned type definition for SuggestedQuestion
VisualEvidenceMetadata,struct,OpenIntelligence/Services/RAG/Evidence/VisualEvidenceSource.swift,12-22,RAG,indirect,yes,Scanned type definition for VisualEvidenceMetadata
VisualEvidenceSource,struct,OpenIntelligence/Services/RAG/Evidence/VisualEvidenceSource.swift,21-31,RAG,indirect,yes,Scanned type definition for VisualEvidenceSource
ExtractiveQAService,protocol,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,28-38,RAG,indirect,yes,Scanned type definition for ExtractiveQAService
ExtractionResult,struct,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,46-56,RAG,indirect,yes,Scanned type definition for ExtractionResult
ExtractiveModelInfo,struct,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,73-83,RAG,indirect,yes,Scanned type definition for ExtractiveModelInfo
PlaceholderExtractiveQAService,actor,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,95-105,RAG,indirect,yes,Scanned type definition for PlaceholderExtractiveQAService
CoreMLExtractiveQAService,actor,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,113-123,RAG,indirect,yes,Scanned type definition for CoreMLExtractiveQAService
HeuristicExtractiveQAService,actor,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,230-240,RAG,indirect,yes,Scanned type definition for HeuristicExtractiveQAService
ExtractiveQAServiceFactory,enum,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,585-595,RAG,indirect,yes,Scanned type definition for ExtractiveQAServiceFactory
ExtractiveSummary,struct,OpenIntelligence/Services/RAG/Extraction/ExtractiveSummarizationService.swift,26-36,RAG,indirect,yes,Scanned type definition for ExtractiveSummary
SelectedSentence,struct,OpenIntelligence/Services/RAG/Extraction/ExtractiveSummarizationService.swift,44-54,RAG,indirect,yes,Scanned type definition for SelectedSentence
ExtractiveSummarizationService,actor,OpenIntelligence/Services/RAG/Extraction/ExtractiveSummarizationService.swift,65-75,RAG,indirect,yes,Scanned type definition for ExtractiveSummarizationService
ExtractiveSummarizationService,extension,OpenIntelligence/Services/RAG/Extraction/ExtractiveSummarizationService.swift,298-308,RAG,indirect,yes,Scanned type definition for ExtractiveSummarizationService
QueryExecutionPath,enum,OpenIntelligence/Services/RAG/Orchestration/QueryRuntimeCoordinator.swift,25-35,RAG,indirect,yes,Scanned type definition for QueryExecutionPath
QueryRuntimeContext,struct,OpenIntelligence/Services/RAG/Orchestration/QueryRuntimeCoordinator.swift,40-50,RAG,indirect,yes,Scanned type definition for QueryRuntimeContext
RAGEngine,actor,OpenIntelligence/Services/RAG/Orchestration/RAGEngine.swift,22-32,RAG,indirect,yes,Scanned type definition for RAGEngine
TokenizedInput,struct,OpenIntelligence/Services/RAG/Orchestration/RAGEngine.swift,1297-1307,RAG,indirect,yes,Scanned type definition for TokenizedInput
RAGService,extension,OpenIntelligence/Services/RAG/Orchestration/RAGService+KnowledgeRetrievalEngine.swift,2-12,RAG,indirect,yes,Scanned type definition for RAGService
Array,extension,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,24-34,RAG,indirect,yes,Scanned type definition for Array
UUID,extension,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,37-47,RAG,indirect,yes,Scanned type definition for UUID
RetrievalLogEntry,struct,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,54-64,RAG,indirect,yes,Scanned type definition for RetrievalLogEntry
RAGAuditFeatureFlags,struct,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,63-73,RAG,indirect,yes,Scanned type definition for RAGAuditFeatureFlags
RAGAuditSnapshot,struct,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,120-130,RAG,indirect,yes,Scanned type definition for RAGAuditSnapshot
VectorStoreAudit,struct,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,281-291,RAG,indirect,yes,Scanned type definition for VectorStoreAudit
ReembedProgress,struct,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,295-305,RAG,indirect,yes,Scanned type definition for ReembedProgress
IngestionContext,enum,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,306-316,RAG,indirect,yes,Scanned type definition for IngestionContext
RAGService,class,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,324-334,RAG,indirect,yes,Scanned type definition for RAGService
EmbeddingDiagnosticsSnapshot,struct,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,1127-1137,RAG,indirect,yes,Scanned type definition for EmbeddingDiagnosticsSnapshot
SentenceExtractionResult,struct,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,2525-2535,RAG,indirect,yes,Scanned type definition for SentenceExtractionResult
ScoredSentence,struct,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,2687-2697,RAG,indirect,yes,Scanned type definition for ScoredSentence
Candidate,struct,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,13432-13442,RAG,indirect,yes,Scanned type definition for Candidate
StreamCapture,actor,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,13713-13723,RAG,indirect,yes,Scanned type definition for StreamCapture
RAGService,extension,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,15688-15698,RAG,indirect,yes,Scanned type definition for RAGService
DeviceChip,enum,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,16007-16017,RAG,indirect,yes,Scanned type definition for DeviceChip
DeviceCapabilities,struct,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,16084-16094,RAG,indirect,yes,Scanned type definition for DeviceCapabilities
DeviceTier,enum,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,16160-16170,RAG,indirect,yes,Scanned type definition for DeviceTier
RAGServiceError,enum,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,16191-16201,RAG,indirect,yes,Scanned type definition for RAGServiceError
RAGService,extension,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,16224-16234,RAG,indirect,yes,Scanned type definition for RAGService
ContainerVocabularyService,actor,OpenIntelligence/Services/RAG/Retrieval/ContainerVocabularyService.swift,75-85,RAG,indirect,yes,Scanned type definition for ContainerVocabularyService
PackedContext,struct,OpenIntelligence/Services/RAG/Retrieval/ContextPackingService.swift,28-38,RAG,indirect,yes,Scanned type definition for PackedContext
ContextPackingService,actor,OpenIntelligence/Services/RAG/Retrieval/ContextPackingService.swift,52-62,RAG,indirect,yes,Scanned type definition for ContextPackingService
ContextPackingService,extension,OpenIntelligence/Services/RAG/Retrieval/ContextPackingService.swift,448-458,RAG,indirect,yes,Scanned type definition for ContextPackingService
CrossReference,struct,OpenIntelligence/Services/RAG/Retrieval/GraphIndexService.swift,26-36,RAG,indirect,yes,Scanned type definition for CrossReference
ReferenceType,enum,OpenIntelligence/Services/RAG/Retrieval/GraphIndexService.swift,38-48,RAG,indirect,yes,Scanned type definition for ReferenceType
ChunkGraphEdges,struct,OpenIntelligence/Services/RAG/Retrieval/GraphIndexService.swift,61-71,RAG,indirect,yes,Scanned type definition for ChunkGraphEdges
GraphIndexService,actor,OpenIntelligence/Services/RAG/Retrieval/GraphIndexService.swift,95-105,RAG,indirect,yes,Scanned type definition for GraphIndexService
BM25Snapshot,struct,OpenIntelligence/Services/RAG/Retrieval/HybridSearchService.swift,32-42,RAG,indirect,yes,Scanned type definition for BM25Snapshot
BM25Scorer,struct,OpenIntelligence/Services/RAG/Retrieval/HybridSearchService.swift,40-50,RAG,indirect,yes,Scanned type definition for BM25Scorer
BM25Scorer,extension,OpenIntelligence/Services/RAG/Retrieval/HybridSearchService.swift,120-130,RAG,indirect,yes,Scanned type definition for BM25Scorer
