function_name,parent_type,file_path,approximate_line_range,visibility,async,throws,primary_purpose,inputs,outputs,calls_known,called_by_known,reads_files,writes_files,touches_userdefaults,touches_keychain,touches_icloud,touches_pcc_or_cloud,touches_storekit,background_sensitive,app_lifecycle_sensitive,relevance,risk_level,evidence_level,confidence,evidence_source,evidence_command_or_file,verification_notes
importedDocumentsDirectoryURL,AppSupportPaths,OpenIntelligence/Core/Models/KnowledgeContainer.swift,476-480,internal,No,No,Method of AppSupportPaths,,URL,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/KnowledgeContainer.swift,scan_codebase.py,Method signatures extracted from AppSupportPaths
documentURL,AppSupportPaths,OpenIntelligence/Core/Models/KnowledgeContainer.swift,482-484,internal,No,No,Method of AppSupportPaths,forRelativePath relativePath: String,URL,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/KnowledgeContainer.swift,scan_codebase.py,Method signatures extracted from AppSupportPaths
relativePath,AppSupportPaths,OpenIntelligence/Core/Models/KnowledgeContainer.swift,486-493,internal,No,No,Method of AppSupportPaths,for url: URL,String?,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/KnowledgeContainer.swift,scan_codebase.py,Method signatures extracted from AppSupportPaths
nextAvailableImportedDocumentURL,AppSupportPaths,OpenIntelligence/Core/Models/KnowledgeContainer.swift,495-513,internal,No,No,Method of AppSupportPaths,preferredFileName: String,URL,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/KnowledgeContainer.swift,scan_codebase.py,Method signatures extracted from AppSupportPaths
continuedIngestionStatusURL,AppSupportPaths,OpenIntelligence/Core/Models/KnowledgeContainer.swift,515-517,internal,No,No,Method of AppSupportPaths,,URL,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/KnowledgeContainer.swift,scan_codebase.py,Method signatures extracted from AppSupportPaths
continuedQueryStateURL,AppSupportPaths,OpenIntelligence/Core/Models/KnowledgeContainer.swift,519-521,internal,No,No,Method of AppSupportPaths,,URL,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/KnowledgeContainer.swift,scan_codebase.py,Method signatures extracted from AppSupportPaths
continuedQueryStatusURL,AppSupportPaths,OpenIntelligence/Core/Models/KnowledgeContainer.swift,523-525,internal,No,No,Method of AppSupportPaths,,URL,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/KnowledgeContainer.swift,scan_codebase.py,Method signatures extracted from AppSupportPaths
isDeprecatedRawValue,LLMModelType,OpenIntelligence/Core/Models/LLMModelType.swift,20-23,internal,No,No,Method of LLMModelType,_ raw: String,Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/LLMModelType.swift,scan_codebase.py,Method signatures extracted from LLMModelType
migrate,LLMModelType,OpenIntelligence/Core/Models/LLMModelType.swift,26-31,internal,No,No,Method of LLMModelType,from raw: String,LLMModelType,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/LLMModelType.swift,scan_codebase.py,Method signatures extracted from LLMModelType
configureContinuedQuery,QueryRuntimeBridge,OpenIntelligence/Core/Models/QueryRuntimeBridge.swift,28-33,private,No,No,Method of QueryRuntimeBridge,"
        run: @escaping ContinuedQueryRun,
        expiration: @escaping ContinuedQueryExpiration
    ",,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/QueryRuntimeBridge.swift,scan_codebase.py,Method signatures extracted from QueryRuntimeBridge
beginUserInitiatedQuery,QueryRuntimeBridge,OpenIntelligence/Core/Models/QueryRuntimeBridge.swift,35-37,internal,No,No,Method of QueryRuntimeBridge,"title: String, subtitle: String",,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/QueryRuntimeBridge.swift,scan_codebase.py,Method signatures extracted from QueryRuntimeBridge
updateContinuedQueryProgress,QueryRuntimeBridge,OpenIntelligence/Core/Models/QueryRuntimeBridge.swift,39-41,internal,No,No,Method of QueryRuntimeBridge,"title: String, subtitle: String, fraction: Double",,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/QueryRuntimeBridge.swift,scan_codebase.py,Method signatures extracted from QueryRuntimeBridge
completeUserInitiatedQuery,QueryRuntimeBridge,OpenIntelligence/Core/Models/QueryRuntimeBridge.swift,43-45,internal,No,No,Method of QueryRuntimeBridge,success: Bool,,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/QueryRuntimeBridge.swift,scan_codebase.py,Method signatures extracted from QueryRuntimeBridge
beginForegroundFallbackQueryExtensionIfNeeded,QueryRuntimeBridge,OpenIntelligence/Core/Models/QueryRuntimeBridge.swift,47-49,internal,No,No,Method of QueryRuntimeBridge,reason: String,,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/QueryRuntimeBridge.swift,scan_codebase.py,Method signatures extracted from QueryRuntimeBridge
endForegroundFallbackQueryExtension,QueryRuntimeBridge,OpenIntelligence/Core/Models/QueryRuntimeBridge.swift,51-53,internal,No,No,Method of QueryRuntimeBridge,,,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/QueryRuntimeBridge.swift,scan_codebase.py,Method signatures extracted from QueryRuntimeBridge
withReasoningTrace,ResponseMetadata,OpenIntelligence/Core/Models/RAGQuery.swift,169-197,internal,No,No,Method of ResponseMetadata,_ fallbackTrace: [String]?,ResponseMetadata,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/RAGQuery.swift,scan_codebase.py,Method signatures extracted from ResponseMetadata
compactedForPersistence,ResponseMetadata,OpenIntelligence/Core/Models/RAGQuery.swift,199-227,internal,No,No,Method of ResponseMetadata,"maxReasoningSteps: Int = 8, maxCharactersPerStep: Int = 280",ResponseMetadata,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/RAGQuery.swift,scan_codebase.py,Method signatures extracted from ResponseMetadata
setRefuse,StructuredAnswer,OpenIntelligence/Core/Models/StructuredAnswer.swift,180-184,private,No,No,Method of StructuredAnswer,_ refuse: Bool,Builder,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/StructuredAnswer.swift,scan_codebase.py,Method signatures extracted from StructuredAnswer
setAnswerType,StructuredAnswer,OpenIntelligence/Core/Models/StructuredAnswer.swift,186-190,internal,No,No,Method of StructuredAnswer,_ type: AnswerType,Builder,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/StructuredAnswer.swift,scan_codebase.py,Method signatures extracted from StructuredAnswer
setAnswer,StructuredAnswer,OpenIntelligence/Core/Models/StructuredAnswer.swift,192-195,internal,No,No,Method of StructuredAnswer,_ answer: String,Builder,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/StructuredAnswer.swift,scan_codebase.py,Method signatures extracted from StructuredAnswer
addClaim,StructuredAnswer,OpenIntelligence/Core/Models/StructuredAnswer.swift,197-214,internal,No,No,Method of StructuredAnswer,"
            _ text: String,
            evidenceIds: [String],
            confidence: Float,
            isExtracted: Bool = true,
            verificationVerdict: Claim.VerificationVerdict? = nil,
            verificationDetails: String? = nil
        ",Builder,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/StructuredAnswer.swift,scan_codebase.py,Method signatures extracted from StructuredAnswer
addEvidence,StructuredAnswer,OpenIntelligence/Core/Models/StructuredAnswer.swift,216-227,internal,No,No,Method of StructuredAnswer,"id: String, page: Int?, quote: String, documentName: String?, sectionPath: [String]?",Builder,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/StructuredAnswer.swift,scan_codebase.py,Method signatures extracted from StructuredAnswer
addMissing,StructuredAnswer,OpenIntelligence/Core/Models/StructuredAnswer.swift,229-232,internal,No,No,Method of StructuredAnswer,_ item: String,Builder,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/StructuredAnswer.swift,scan_codebase.py,Method signatures extracted from StructuredAnswer
setTopScore,StructuredAnswer,OpenIntelligence/Core/Models/StructuredAnswer.swift,234-237,internal,No,No,Method of StructuredAnswer,_ score: Float,Builder,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/StructuredAnswer.swift,scan_codebase.py,Method signatures extracted from StructuredAnswer
setLoops,StructuredAnswer,OpenIntelligence/Core/Models/StructuredAnswer.swift,239-242,internal,No,No,Method of StructuredAnswer,_ loops: Int,Builder,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/StructuredAnswer.swift,scan_codebase.py,Method signatures extracted from StructuredAnswer
setGateResults,StructuredAnswer,OpenIntelligence/Core/Models/StructuredAnswer.swift,244-247,internal,No,No,Method of StructuredAnswer,_ results: [String: Bool],Builder,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/StructuredAnswer.swift,scan_codebase.py,Method signatures extracted from StructuredAnswer
setGenerationTime,StructuredAnswer,OpenIntelligence/Core/Models/StructuredAnswer.swift,249-252,internal,No,No,Method of StructuredAnswer,_ ms: Int,Builder,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/StructuredAnswer.swift,scan_codebase.py,Method signatures extracted from StructuredAnswer
build,StructuredAnswer,OpenIntelligence/Core/Models/StructuredAnswer.swift,254-276,internal,No,No,Method of StructuredAnswer,,StructuredAnswer,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/StructuredAnswer.swift,scan_codebase.py,Method signatures extracted from StructuredAnswer
refusal,StructuredAnswer,OpenIntelligence/Core/Models/StructuredAnswer.swift,280-301,internal,No,No,Method of StructuredAnswer,"
        reason: String,
        missing: [String] = [],
        topScore: Float = 0,
        loops: Int = 1,
        retrievedChunks: [RetrievedChunk] = [],
        verificationResult: RAGVerificationResult? = nil
    ",StructuredAnswer,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/StructuredAnswer.swift,scan_codebase.py,Method signatures extracted from StructuredAnswer
setRefuse,Builder,OpenIntelligence/Core/Models/StructuredAnswer.swift,180-184,private,No,No,Method of Builder,_ refuse: Bool,Builder,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/StructuredAnswer.swift,scan_codebase.py,Method signatures extracted from Builder
setAnswerType,Builder,OpenIntelligence/Core/Models/StructuredAnswer.swift,186-190,internal,No,No,Method of Builder,_ type: AnswerType,Builder,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/StructuredAnswer.swift,scan_codebase.py,Method signatures extracted from Builder
setAnswer,Builder,OpenIntelligence/Core/Models/StructuredAnswer.swift,192-195,internal,No,No,Method of Builder,_ answer: String,Builder,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/StructuredAnswer.swift,scan_codebase.py,Method signatures extracted from Builder
addClaim,Builder,OpenIntelligence/Core/Models/StructuredAnswer.swift,197-214,internal,No,No,Method of Builder,"
            _ text: String,
            evidenceIds: [String],
            confidence: Float,
            isExtracted: Bool = true,
            verificationVerdict: Claim.VerificationVerdict? = nil,
            verificationDetails: String? = nil
        ",Builder,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/StructuredAnswer.swift,scan_codebase.py,Method signatures extracted from Builder
addEvidence,Builder,OpenIntelligence/Core/Models/StructuredAnswer.swift,216-227,internal,No,No,Method of Builder,"id: String, page: Int?, quote: String, documentName: String?, sectionPath: [String]?",Builder,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/StructuredAnswer.swift,scan_codebase.py,Method signatures extracted from Builder
addMissing,Builder,OpenIntelligence/Core/Models/StructuredAnswer.swift,229-232,internal,No,No,Method of Builder,_ item: String,Builder,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/StructuredAnswer.swift,scan_codebase.py,Method signatures extracted from Builder
setTopScore,Builder,OpenIntelligence/Core/Models/StructuredAnswer.swift,234-237,internal,No,No,Method of Builder,_ score: Float,Builder,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/StructuredAnswer.swift,scan_codebase.py,Method signatures extracted from Builder
setLoops,Builder,OpenIntelligence/Core/Models/StructuredAnswer.swift,239-242,internal,No,No,Method of Builder,_ loops: Int,Builder,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/StructuredAnswer.swift,scan_codebase.py,Method signatures extracted from Builder
setGateResults,Builder,OpenIntelligence/Core/Models/StructuredAnswer.swift,244-247,internal,No,No,Method of Builder,_ results: [String: Bool],Builder,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/StructuredAnswer.swift,scan_codebase.py,Method signatures extracted from Builder
setGenerationTime,Builder,OpenIntelligence/Core/Models/StructuredAnswer.swift,249-252,internal,No,No,Method of Builder,_ ms: Int,Builder,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/StructuredAnswer.swift,scan_codebase.py,Method signatures extracted from Builder
build,Builder,OpenIntelligence/Core/Models/StructuredAnswer.swift,254-276,internal,No,No,Method of Builder,,StructuredAnswer,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/StructuredAnswer.swift,scan_codebase.py,Method signatures extracted from Builder
updatingAnswer,StructuredAnswer,OpenIntelligence/Core/Models/StructuredAnswer.swift,307-317,internal,No,No,Method of StructuredAnswer,_ updatedAnswer: String,StructuredAnswer,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/StructuredAnswer.swift,scan_codebase.py,Method signatures extracted from StructuredAnswer
from,StructuredAnswer,OpenIntelligence/Core/Models/StructuredAnswer.swift,326-452,internal,No,No,Method of StructuredAnswer,"
        response: String,
        retrievedChunks: [RetrievedChunk],
        answerIntent: AnswerIntent,
        verificationResult: RAGVerificationResult?,
        structuredGeneration: StructuredRAGGeneration? = nil,
        loops: Int = 1,
        includeInlineCitations: Bool = true
    ",StructuredAnswer,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/StructuredAnswer.swift,scan_codebase.py,Method signatures extracted from StructuredAnswer
buildFromStructuredGeneration,StructuredAnswer,OpenIntelligence/Core/Models/StructuredAnswer.swift,454-557,internal,No,No,Method of StructuredAnswer,"
        response: String,
        retrievedChunks: [RetrievedChunk],
        answerIntent: AnswerIntent,
        verificationResult: RAGVerificationResult?,
        structuredGeneration: StructuredRAGGeneration,
        loops: Int,
        includeInlineCitations: Bool
    ",StructuredAnswer,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/StructuredAnswer.swift,scan_codebase.py,Method signatures extracted from StructuredAnswer
extractClaims,StructuredAnswer,OpenIntelligence/Core/Models/StructuredAnswer.swift,559-594,internal,No,No,Method of StructuredAnswer,"from response: String, answerIntent: AnswerIntent",[String],,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/StructuredAnswer.swift,scan_codebase.py,Method signatures extracted from StructuredAnswer
supportingEvidence,StructuredAnswer,OpenIntelligence/Core/Models/StructuredAnswer.swift,596-622,internal,No,No,Method of StructuredAnswer,"for claim: String, in retrievedChunks: [RetrievedChunk]",[RetrievedChunk],,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/StructuredAnswer.swift,scan_codebase.py,Method signatures extracted from StructuredAnswer
citedEvidence,StructuredAnswer,OpenIntelligence/Core/Models/StructuredAnswer.swift,624-638,internal,No,No,Method of StructuredAnswer,"for citations: [String], in retrievedChunks: [RetrievedChunk]",[RetrievedChunk],,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/StructuredAnswer.swift,scan_codebase.py,Method signatures extracted from StructuredAnswer
confidence,StructuredAnswer,OpenIntelligence/Core/Models/StructuredAnswer.swift,640-648,internal,No,No,Method of StructuredAnswer,"for claim: String, evidence: [RetrievedChunk]",Float,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Core/Models/StructuredAnswer.swift,scan_codebase.py,Method signatures extracted from StructuredAnswer
