model_name,file_path,conforms_to,persisted,codable,sendable,identifiable,storage_location_if_persisted,owner_service,used_by,important_fields,schema_or_migration_risk,relevant_docs,evidence_level,confidence,evidence_source,evidence_command_or_file,verification_notes
HardwareExecutionEnvelope,OpenIntelligence/Services/Infrastructure/Monitoring/DeviceCapabilityService.swift,Sendable,No,No,Yes,No,,,,"deviceIdentifier: String, chipName: String, formFactor: DeviceFormFactor, memoryGB: Double, npuTops: Int, metal: MetalHardwareSnapshot, maxSafeGPUAccelerationLevel: Double, requestedGPUAccelerationLevel: Double, activeGPUAccelerationLevel: Double, coreMLRoute: String",Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Monitoring/DeviceCapabilityService.swift,scan_codebase.py,Parsed model schema
HardwareComponent,OpenIntelligence/Services/Infrastructure/Monitoring/HardwareTelemetryState.swift,"String, CaseIterable, Sendable",No,No,Yes,No,,,,"color: Color, relativePosition: CGPoint",Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Monitoring/HardwareTelemetryState.swift,scan_codebase.py,Parsed model schema
HardwareActivityType,OpenIntelligence/Services/Infrastructure/Monitoring/HardwareTelemetryState.swift,"String, Sendable",No,No,Yes,No,,,,primaryComponent: HardwareComponent,Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Monitoring/HardwareTelemetryState.swift,scan_codebase.py,Parsed model schema
SystemStateSnapshot,OpenIntelligence/Services/Infrastructure/Monitoring/SystemStateMonitor.swift,"Sendable, Equatable",No,No,Yes,No,,,,"thermalState: ProcessInfo.ThermalState, thermalStateName: String, batteryLevel: Float, batteryState: UIDevice.BatteryState, batteryState: MacBatteryState, isCharging: Bool, isFullyCharged: Bool, availableMemoryBytes: UInt64, totalMemoryBytes: UInt64, memoryUsageRatio: Double",Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Monitoring/SystemStateMonitor.swift,scan_codebase.py,Parsed model schema
MemoryPressureLevel,OpenIntelligence/Services/Infrastructure/Monitoring/SystemStateMonitor.swift,"String, Sendable",No,No,Yes,No,,,,"icon: String, color: String",Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Monitoring/SystemStateMonitor.swift,scan_codebase.py,Parsed model schema
MacBatteryState,OpenIntelligence/Services/Infrastructure/Monitoring/SystemStateMonitor.swift,"Sendable, Equatable, CustomStringConvertible",No,No,Yes,No,,,,description: String,Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Monitoring/SystemStateMonitor.swift,scan_codebase.py,Parsed model schema
TelemetryEvent,OpenIntelligence/Services/Infrastructure/Monitoring/TelemetryCenter.swift,Identifiable,No,No,No,Yes,,,,"id: , timestamp: Date, category: TelemetryCategory, severity: TelemetrySeverity, title: String, metadata: [String: String], duration: TimeInterval?, formattedTimestamp: String, formatter: , formattedDuration: String?",Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Monitoring/TelemetryCenter.swift,scan_codebase.py,Parsed model schema
PipelineOptimizationLevel,OpenIntelligence/Services/Infrastructure/Optimization/AdaptivePipelineOptimizer.swift,"String, Sendable, CaseIterable",No,No,Yes,No,,,,displayName: String,Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Optimization/AdaptivePipelineOptimizer.swift,scan_codebase.py,Parsed model schema
DeviceRuntimeState,OpenIntelligence/Services/Infrastructure/Optimization/AdaptivePipelineOptimizer.swift,Sendable,No,No,Yes,No,,,,"thermalState: ProcessInfo.ThermalState, batteryLevel: Float, isCharging: Bool, memoryPressure: MemoryPressure, timestamp: Date, recommendedOptimizationLevel: PipelineOptimizationLevel, isConstrained: Bool, isMac: ",Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Optimization/AdaptivePipelineOptimizer.swift,scan_codebase.py,Parsed model schema
MemoryPressure,OpenIntelligence/Services/Infrastructure/Optimization/AdaptivePipelineOptimizer.swift,"String, Sendable",No,No,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Optimization/AdaptivePipelineOptimizer.swift,scan_codebase.py,Parsed model schema
AdaptivePipelineConfig,OpenIntelligence/Services/Infrastructure/Optimization/AdaptivePipelineOptimizer.swift,Sendable,No,No,Yes,No,,,,"enableHyDE: Bool, enableParentDocumentRetrieval: Bool, enableContextualCompression: Bool, enableIterativeRetrieval: Bool, enableQueryRewriting: Bool, maxRetrievalCandidates: Int, maxContextTokens: Int, rerankBatchSize: Int, maxAgenticSteps: Int, stepCooldownMs: UInt64",Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Optimization/AdaptivePipelineOptimizer.swift,scan_codebase.py,Parsed model schema
QueryComplexity,OpenIntelligence/Services/Infrastructure/Optimization/AdaptivePipelineOptimizer.swift,"String, Sendable",No,No,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Optimization/AdaptivePipelineOptimizer.swift,scan_codebase.py,Parsed model schema
ChunkInfo,OpenIntelligence/Services/Infrastructure/Presentation/ClusterLabelService.swift,Sendable,No,No,Yes,No,,,,"content: String, keywords: [String], sectionTitle: String?",Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Presentation/ClusterLabelService.swift,scan_codebase.py,Parsed model schema
ContentCategory,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,"String, CaseIterable, Identifiable",No,No,No,Yes,,,,"id: String, icon: String, color: Color",Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,scan_codebase.py,Parsed model schema
TopicCluster,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,"Identifiable, Equatable",No,No,No,Yes,,,,"id: , name: String, keywords: [String], chunkCount: Int, percentage: Float, color: Color, representativeSnippet: String",Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,scan_codebase.py,Parsed model schema
HotChunk,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,"Identifiable, Equatable",No,No,No,Yes,,,,"id: UUID, documentName: String, snippet: String, retrievalCount: Int, avgSimilarity: Float, lastAccessed: Date",Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,scan_codebase.py,Parsed model schema
RecentAddition,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,"Identifiable, Equatable",No,No,No,Yes,,,,"id: UUID, documentName: String, addedAt: Date, chunkCount: Int, integrationScore: Float, nearestTopics: [String]",Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,scan_codebase.py,Parsed model schema
VisualizationInsight,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,"Identifiable, Equatable",No,No,No,Yes,,,,"id: , type: InsightType, priority: InsightPriority, title: String, subtitle: String, icon: String, color: Color, action: InsightAction, metrics: [InsightMetric], id: ",Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,scan_codebase.py,Parsed model schema
InsightMetric,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,"Identifiable, Equatable",No,No,No,Yes,,,,"id: , label: String, value: String, trend: Trend?",Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,scan_codebase.py,Parsed model schema
DocumentEdge,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,Identifiable,No,No,No,Yes,,,,"id: , sourceIndex: Int, targetIndex: Int, similarity: Float",Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,scan_codebase.py,Parsed model schema
DocumentNode,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,Identifiable,No,No,No,Yes,,,,"id: UUID, name: String, chunkCount: Int, position: CGPoint, color: Color",Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,scan_codebase.py,Parsed model schema
ChunkDetail,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,Identifiable,No,No,No,Yes,,,,"id: UUID, documentName: String, snippet: String, chunkIndex: Int, totalChunks: Int, wordCount: Int, topKeywords: [String], embedding: [Float]?",Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,scan_codebase.py,Parsed model schema
EmbeddingSnapshot,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,Identifiable,No,No,No,Yes,,,,"id: , date: Date, pointIndex: Int, documentName: String",Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,scan_codebase.py,Parsed model schema
RecommendedView,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,"Identifiable, Equatable",No,No,No,Yes,,,,"id: , type: ViewType, title: String, reason: String, relevanceScore: Float",Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Presentation/LibraryVisualizationEngine.swift,scan_codebase.py,Parsed model schema
SyncBootstrapChoice,OpenIntelligence/Services/Infrastructure/Storage/WorkspaceSyncService.swift,Sendable,No,No,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Storage/WorkspaceSyncService.swift,scan_codebase.py,Parsed model schema
BootstrapBehavior,OpenIntelligence/Services/Infrastructure/Storage/WorkspaceSyncService.swift,Sendable,No,No,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Storage/WorkspaceSyncService.swift,scan_codebase.py,Parsed model schema
SyncResolutionStrategy,OpenIntelligence/Services/Infrastructure/Storage/WorkspaceSyncService.swift,"Sendable, Equatable",No,No,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Storage/WorkspaceSyncService.swift,scan_codebase.py,Parsed model schema
SyncPendingBootstrapConflict,OpenIntelligence/Services/Infrastructure/Storage/WorkspaceSyncService.swift,Sendable,No,No,Yes,No,,,,"localLibraryCount: Int, localDocumentCount: Int, sharedLibraryCount: Int, sharedDocumentCount: Int, mergedLibraryCount: Int, mergedDocumentCount: Int, localOnlyLibraryIDs: [UUID], localOnlyLibraryNames: [String], sharedOnlyLibraryNames: [String]",Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Storage/WorkspaceSyncService.swift,scan_codebase.py,Parsed model schema
PersistedIngestionContextRecord,OpenIntelligence/Services/Infrastructure/Storage/WorkspaceSyncService.swift,"Codable, Sendable",No,Yes,Yes,No,,,,"id: UUID, context: IngestionContext, container: ",Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Storage/WorkspaceSyncService.swift,scan_codebase.py,Parsed model schema
PersistedIngestionQueueStateRecord,OpenIntelligence/Services/Infrastructure/Storage/WorkspaceSyncService.swift,"Codable, Sendable",No,Yes,Yes,No,,,,"items: [IngestionItem], contexts: [PersistedIngestionContextRecord], updatedAt: Date, container: ",Low,,code_verified,high,OpenIntelligence/Services/Infrastructure/Storage/WorkspaceSyncService.swift,scan_codebase.py,Parsed model schema
AdapterDescriptor,OpenIntelligence/Services/LLM/AdapterManager.swift,"Codable, Identifiable, Sendable",No,Yes,Yes,Yes,,,,"id: String, displayName: String, domain: AdapterDomain, version: String, minimumOSVersion: String, fileSizeBytes: Int64, sha256: String, downloadURL: URL?, description: String, trainedDate: Date",Low,,code_verified,high,OpenIntelligence/Services/LLM/AdapterManager.swift,scan_codebase.py,Parsed model schema
AdapterDomain,OpenIntelligence/Services/LLM/AdapterManager.swift,"String, Codable, Sendable, CaseIterable",No,Yes,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/LLM/AdapterManager.swift,scan_codebase.py,Parsed model schema
AdapterState,OpenIntelligence/Services/LLM/AdapterManager.swift,"String, Codable, Sendable",No,Yes,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/LLM/AdapterManager.swift,scan_codebase.py,Parsed model schema
InstalledAdapter,OpenIntelligence/Services/LLM/AdapterManager.swift,"Codable, Identifiable, Sendable",No,Yes,Yes,Yes,,,,"id: String, descriptor: AdapterDescriptor, state: AdapterState, installedDate: Date, lastUsedDate: Date?, usageCount: Int, localPath: String",Low,,code_verified,high,OpenIntelligence/Services/LLM/AdapterManager.swift,scan_codebase.py,Parsed model schema
LLMStreamEvent,OpenIntelligence/Services/LLM/LLMService.swift,Sendable,No,No,Yes,No,,,,"text: String, reasoning: String?, isFinal: Bool",Low,,code_verified,high,OpenIntelligence/Services/LLM/LLMService.swift,scan_codebase.py,Parsed model schema
StructuredRAGClaim,OpenIntelligence/Services/LLM/LLMService.swift,Sendable,No,No,Yes,No,,,,"claim: String, citations: [String], isExtracted: Bool",Low,,code_verified,high,OpenIntelligence/Services/LLM/LLMService.swift,scan_codebase.py,Parsed model schema
StructuredRAGGeneration,OpenIntelligence/Services/LLM/LLMService.swift,Sendable,No,No,Yes,No,,,,"reasoning: String?, answer: String, confidence: Int, citations: [String], matchedTerms: [String], claims: [StructuredRAGClaim]",Low,,code_verified,high,OpenIntelligence/Services/LLM/LLMService.swift,scan_codebase.py,Parsed model schema
StructuredRAGMode,OpenIntelligence/Services/LLM/LLMService.swift,"Sendable, Equatable",No,No,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/LLM/LLMService.swift,scan_codebase.py,Parsed model schema
AssistantProvider,OpenIntelligence/Services/LLM/LLMService.swift,"String, AppEnum, Sendable",No,No,Yes,No,,,,"typeDisplayRepresentation: TypeDisplayRepresentation, caseDisplayRepresentations: [AssistantProvider: DisplayRepresentation], displayName: String",Low,,code_verified,high,OpenIntelligence/Services/LLM/LLMService.swift,scan_codebase.py,Parsed model schema
Config,OpenIntelligence/Services/LLM/LocalOpenAIServerLLMService.swift,Sendable,No,No,Yes,No,,,,"baseURL: URL, model: String, chatCompletionsPath: String, stream: Bool, headers: [String: String]?, isAvailable: Bool, modelName: String",Low,,code_verified,high,OpenIntelligence/Services/LLM/LocalOpenAIServerLLMService.swift,scan_codebase.py,Parsed model schema
ResolutionEvent,OpenIntelligence/Services/LLM/ModelResolutionService.swift,Identifiable,No,No,No,Yes,,,,"id: , timestamp: Date, from: LLMModelType?, to: LLMModelType, reason: ModelResolutionState.ResolutionReason, activeModelName: String",Low,,code_verified,high,OpenIntelligence/Services/LLM/ModelResolutionService.swift,scan_codebase.py,Parsed model schema
PromptTestCase,OpenIntelligence/Services/LLM/PromptEvaluationService.swift,"Codable, Sendable, Identifiable",No,Yes,Yes,Yes,,,,"id: UUID, query: String, expectedKeywords: [String], forbiddenKeywords: [String], referenceAnswer: String?, category: String",Low,,code_verified,high,OpenIntelligence/Services/LLM/PromptEvaluationService.swift,scan_codebase.py,Parsed model schema
PromptEvalResult,OpenIntelligence/Services/LLM/PromptEvaluationService.swift,"Sendable, Identifiable",No,No,Yes,Yes,,,,"id: , testCase: PromptTestCase, response: String, keywordHitRate: Double, forbiddenKeywordViolations: [String], responseLengthTokens: Int, latencySeconds: TimeInterval, confidenceScore: Double, passed: Bool",Low,,code_verified,high,OpenIntelligence/Services/LLM/PromptEvaluationService.swift,scan_codebase.py,Parsed model schema
PromptEvalSuiteResult,OpenIntelligence/Services/LLM/PromptEvaluationService.swift,Sendable,No,No,Yes,No,,,,"suiteName: String, results: [PromptEvalResult], overallScore: Double, passRate: Double, averageLatency: TimeInterval, totalDuration: TimeInterval, timestamp: Date",Low,,code_verified,high,OpenIntelligence/Services/LLM/PromptEvaluationService.swift,scan_codebase.py,Parsed model schema
GroundedPromptMode,OpenIntelligence/Services/Query/Analysis/GroundedAnswerPolicy.swift,Sendable,No,No,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/Query/Analysis/GroundedAnswerPolicy.swift,scan_codebase.py,Parsed model schema
QueryComplexityResult,OpenIntelligence/Services/Query/Analysis/QueryComplexityAnalyzer.swift,Sendable,No,No,Yes,No,,,,"complexity: QueryComplexity, confidence: Float, reasons: [String], suggestedMode: InferredMode",Low,,code_verified,high,OpenIntelligence/Services/Query/Analysis/QueryComplexityAnalyzer.swift,scan_codebase.py,Parsed model schema
QueryComplexity,OpenIntelligence/Services/Query/Analysis/QueryComplexityAnalyzer.swift,"String, Sendable",No,No,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/Query/Analysis/QueryComplexityAnalyzer.swift,scan_codebase.py,Parsed model schema
InferredMode,OpenIntelligence/Services/Query/Analysis/QueryComplexityAnalyzer.swift,"String, Sendable",No,No,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/Query/Analysis/QueryComplexityAnalyzer.swift,scan_codebase.py,Parsed model schema
QueryComplexityAnalyzer,OpenIntelligence/Services/Query/Analysis/QueryComplexityAnalyzer.swift,Sendable,No,No,Yes,No,,,,shared: ,Low,,code_verified,high,OpenIntelligence/Services/Query/Analysis/QueryComplexityAnalyzer.swift,scan_codebase.py,Parsed model schema
QueryExecutionMode,OpenIntelligence/Services/Query/Analysis/QueryExecutionPlannerService.swift,"String, Sendable",No,No,Yes,No,,,,displayName: String,Low,,code_verified,high,OpenIntelligence/Services/Query/Analysis/QueryExecutionPlannerService.swift,scan_codebase.py,Parsed model schema
QueryExecutionPlan,OpenIntelligence/Services/Query/Analysis/QueryExecutionPlannerService.swift,Sendable,No,No,Yes,No,,,,"query: String, profile: QueryProfile, needsRetrieval: Bool, executionMode: QueryExecutionMode, preferLiteralQuery: Bool, useToolCalling: Bool, useStructuredEvidenceLookup: Bool, searchQueries: [String], subqueries: [String], reasoning: String",Low,,code_verified,high,OpenIntelligence/Services/Query/Analysis/QueryExecutionPlannerService.swift,scan_codebase.py,Parsed model schema
QueryProfile,OpenIntelligence/Services/Query/Analysis/QueryProfileService.swift,Sendable,No,No,Yes,No,,,,"query: String, wordCount: Int, isTrivial: Bool, adaptiveComplexity: QueryComplexity, reasoningComplexity: QueryComplexityResult, answerIntent: AnswerIntent, searchIntent: QueryIntent, routingClassification: QueryClassification, abstractionLevelsToSearch: [ChunkAbstractionLevel], isSimpleGroundedLookup: Bool",Low,,code_verified,high,OpenIntelligence/Services/Query/Analysis/QueryProfileService.swift,scan_codebase.py,Parsed model schema
SpecificationExtractionResult,OpenIntelligence/Services/Query/Analysis/SpecificationExtractor.swift,Sendable,No,No,Yes,No,,,,"answerSpan: String, matchedLabel: String?, confidence: Float, sourceChunk: RetrievedChunk, surroundingContext: String, specificationType: String, matchedKeywords: [String], citation: String, source: , page: ",Low,,code_verified,high,OpenIntelligence/Services/Query/Analysis/SpecificationExtractor.swift,scan_codebase.py,Parsed model schema
SpecificationExtractionFailure,OpenIntelligence/Services/Query/Analysis/SpecificationExtractor.swift,"Error, Sendable",No,No,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/Query/Analysis/SpecificationExtractor.swift,scan_codebase.py,Parsed model schema
Config,OpenIntelligence/Services/Query/Enhancement/ContextualCompressionService.swift,Sendable,No,No,Yes,No,,,,"targetCompressionRatio: Double, minSentences: Int, maxInputTokens: Int, includeRelatedContext: Bool",Low,,code_verified,high,OpenIntelligence/Services/Query/Enhancement/ContextualCompressionService.swift,scan_codebase.py,Parsed model schema
CompressionResult,OpenIntelligence/Services/Query/Enhancement/ContextualCompressionService.swift,Sendable,No,No,Yes,No,,,,"originalContent: String, compressedContent: String, originalTokens: Int, compressedTokens: Int, compressionRatio: Double, sentences: , scored: , score: , capitalWords: , fallback: ",Low,,code_verified,high,OpenIntelligence/Services/Query/Enhancement/ContextualCompressionService.swift,scan_codebase.py,Parsed model schema
GroundingVerification,OpenIntelligence/Services/Query/Enhancement/ContextualCompressionService.swift,Sendable,No,No,Yes,No,,,,"status: Status, confidence: Double, explanation: String, unverified: ",Low,,code_verified,high,OpenIntelligence/Services/Query/Enhancement/ContextualCompressionService.swift,scan_codebase.py,Parsed model schema
Status,OpenIntelligence/Services/Query/Enhancement/ContextualCompressionService.swift,Sendable,No,No,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/Query/Enhancement/ContextualCompressionService.swift,scan_codebase.py,Parsed model schema
CorpusVocabulary,OpenIntelligence/Services/Query/Enhancement/QueryEnhancementService.swift,Sendable,No,No,Yes,No,,,,"keywords: Set<String>, coOccurrences: [String: Set<String>], textSnippets: [String], empty: ",Low,,code_verified,high,OpenIntelligence/Services/Query/Enhancement/QueryEnhancementService.swift,scan_codebase.py,Parsed model schema
QueryIntent,OpenIntelligence/Services/Query/Enhancement/QueryEnhancementService.swift,"String, Sendable",No,No,Yes,No,,,,"weightAdjustment: (vectorDelta: Float, keywordDelta: Float)",Low,,code_verified,high,OpenIntelligence/Services/Query/Enhancement/QueryEnhancementService.swift,scan_codebase.py,Parsed model schema
AnswerIntent,OpenIntelligence/Services/Query/Enhancement/QueryEnhancementService.swift,"String, Sendable, CaseIterable",No,No,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/Query/Enhancement/QueryEnhancementService.swift,scan_codebase.py,Parsed model schema
Config,OpenIntelligence/Services/Query/Rewriting/HyDEService.swift,Sendable,No,No,Yes,No,,,,"maxTokens: Int, includeDomainHint: Bool, documentTypeHint: String?",Low,,code_verified,high,OpenIntelligence/Services/Query/Rewriting/HyDEService.swift,scan_codebase.py,Parsed model schema
HyDEResult,OpenIntelligence/Services/Query/Rewriting/HyDEService.swift,Sendable,No,No,Yes,No,,,,"originalQuery: String, hypotheticalDocument: String, combinedForEmbedding: String",Low,,code_verified,high,OpenIntelligence/Services/Query/Rewriting/HyDEService.swift,scan_codebase.py,Parsed model schema
ConversationTurn,OpenIntelligence/Services/Query/Rewriting/QueryRewriterService.swift,Sendable,No,No,Yes,No,,,,"role: String, content: String, entities: [String]",Low,,code_verified,high,OpenIntelligence/Services/Query/Rewriting/QueryRewriterService.swift,scan_codebase.py,Parsed model schema
RewrittenQuery,OpenIntelligence/Services/Query/Rewriting/QueryRewriterService.swift,Sendable,No,No,Yes,No,,,,"original: String, rewritten: String, intent: SemanticIntent, entities: [String], searchTerms: [String], confidence: Float, wasRewritten: Bool, resolvedEntities: [String]",Low,,code_verified,high,OpenIntelligence/Services/Query/Rewriting/QueryRewriterService.swift,scan_codebase.py,Parsed model schema
SemanticIntent,OpenIntelligence/Services/Query/Rewriting/QueryRewriterService.swift,"String, Sendable",No,No,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/Query/Rewriting/QueryRewriterService.swift,scan_codebase.py,Parsed model schema
QueryType,OpenIntelligence/Services/Query/Routing/QueryRouterService.swift,"String, Sendable",No,No,Yes,No,,,,"primaryLevel: ChunkAbstractionLevel, includeDetailChunks: Bool, recommendedMode: RAGQualityMode",Low,,code_verified,high,OpenIntelligence/Services/Query/Routing/QueryRouterService.swift,scan_codebase.py,Parsed model schema
QueryClassification,OpenIntelligence/Services/Query/Routing/QueryRouterService.swift,Sendable,No,No,Yes,No,,,,"queryType: QueryType, confidence: Float, reasoning: String, shouldUseSummaries: Bool, shouldOverrideMode: Bool",Low,,code_verified,high,OpenIntelligence/Services/Query/Routing/QueryRouterService.swift,scan_codebase.py,Parsed model schema
SmartReply,OpenIntelligence/Services/Query/UX/SmartReplyService.swift,"Identifiable, Sendable",No,No,Yes,Yes,,,,"id: , text: String, category: SmartReplyCategory, confidence: Double",Low,,code_verified,high,OpenIntelligence/Services/Query/UX/SmartReplyService.swift,scan_codebase.py,Parsed model schema
SmartReplyCategory,OpenIntelligence/Services/Query/UX/SmartReplyService.swift,"String, Sendable",No,No,Yes,No,,,,iconName: String,Low,,code_verified,high,OpenIntelligence/Services/Query/UX/SmartReplyService.swift,scan_codebase.py,Parsed model schema
SuggestedQuestionList,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,Sendable,No,No,Yes,No,,,,questions: [String],Low,,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Parsed model schema
QuestionCategory,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,"String, CaseIterable, Sendable, Codable",No,Yes,Yes,No,,,,icon: String,Low,,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Parsed model schema
SuggestedQuestion,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,"Identifiable, Sendable, Codable",No,Yes,Yes,Yes,,,,"id: UUID, text: String, category: QuestionCategory, relevantDocuments: [String], relevantDocumentIds: [UUID]?, sourceSections: [String], confidence: Double, isLLMGenerated: Bool",Low,,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Parsed model schema
CachedEntry,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,Sendable,No,No,Yes,No,,,,"questions: [SuggestedQuestion], documentCount: Int, generatedAt: Date",Low,,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Parsed model schema
GroundedPassage,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,Sendable,No,No,Yes,No,,,,"chunk: DocumentChunk, documentName: String, sectionName: String?, content: String, searchableText: String, documentTokens: Set<String>, sectionTokens: Set<String>, bodyTokens: Set<String>",Low,,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Parsed model schema
QuestionDraft,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,Sendable,No,No,Yes,No,,,,"text: String, category: QuestionCategory, confidence: Double",Low,,code_verified,high,OpenIntelligence/Services/Query/UX/SuggestedQuestionsService.swift,scan_codebase.py,Parsed model schema
VisualEvidenceMetadata,OpenIntelligence/Services/RAG/Evidence/VisualEvidenceSource.swift,"Codable, Sendable",No,Yes,Yes,No,,,,"timestamp: Date, ocrWordCount: Int, barcodeCount: Int, detectedObjects: [String], boundingBoxes: [CGRect]?",Low,,code_verified,high,OpenIntelligence/Services/RAG/Evidence/VisualEvidenceSource.swift,scan_codebase.py,Parsed model schema
VisualEvidenceSource,OpenIntelligence/Services/RAG/Evidence/VisualEvidenceSource.swift,"Codable, Sendable",No,Yes,Yes,No,,,,"ocrText: String, barcodeResults: [String]?, boundingBoxes: [CGRect]?, sourceImageData: Data?, metadata: VisualEvidenceMetadata",Low,,code_verified,high,OpenIntelligence/Services/RAG/Evidence/VisualEvidenceSource.swift,scan_codebase.py,Parsed model schema
ExtractionResult,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,Sendable,No,No,Yes,No,,,,"answerSpan: String, confidence: Float, sourcePassageIndex: Int, spanRange: Range<String.Index>, startLogit: Float, endLogit: Float, isHighConfidence: Bool, isNullPrediction: Bool",Low,,code_verified,high,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,scan_codebase.py,Parsed model schema
ExtractiveModelInfo,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,Sendable,No,No,Yes,No,,,,"modelName: String, version: String, maxSequenceLength: Int, vocabSize: Int, isLoaded: Bool, loadError: String?",Low,,code_verified,high,OpenIntelligence/Services/RAG/Extraction/ExtractiveQAService.swift,scan_codebase.py,Parsed model schema
ExtractiveSummary,OpenIntelligence/Services/RAG/Extraction/ExtractiveSummarizationService.swift,Sendable,No,No,Yes,No,,,,"sentences: [SelectedSentence], summaryText: String, wordCount: Int, coverageScore: Float, sourceChunkIds: [UUID]",Low,,code_verified,high,OpenIntelligence/Services/RAG/Extraction/ExtractiveSummarizationService.swift,scan_codebase.py,Parsed model schema
SelectedSentence,OpenIntelligence/Services/RAG/Extraction/ExtractiveSummarizationService.swift,Sendable,No,No,Yes,No,,,,"text: String, score: Float, sourceChunkId: UUID, documentPosition: Int, pageNumber: Int?",Low,,code_verified,high,OpenIntelligence/Services/RAG/Extraction/ExtractiveSummarizationService.swift,scan_codebase.py,Parsed model schema
