component_id,component_name,subsystem,owning_files,main_entities,entry_points,depends_on,used_by,reads_from,writes_to,sync_boundary,cloud_boundary,billing_boundary,app_intent_boundary,risk_level,relevant_docs,notes,evidence_level,confidence,evidence_source,evidence_command_or_file,verification_notes
RAPTORSummaryRouter,RAPTORSummaryRouter,retrieval,OpenIntelligence/Services/RAG/Retrieval/RAPTORSummaryRouter.swift,RAPTORSummaryRouter,"filterSummaryChunks, filterSummaryRetrievedChunks",,,,,no,no,no,no,medium,Docs/RETRIEVAL_PIPELINE.md,RAG orchestrator and general retriever services,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
ConfidenceCalibrationService,ConfidenceCalibrationService,verification gates,OpenIntelligence/Services/RAG/Safety/ConfidenceCalibrationService.swift,"CalibrationParameters, CalibratedConfidence, ConfidenceLevel, ConfidenceComponents, ConfidenceCalibrationService","calibrate, calibrate, calibrate, sigmoid, plattScale",,,,,no,no,no,no,medium,Docs/RETRIEVAL_PIPELINE.md,Validates generation facts and scores output confidence,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
DomainIsolationService,DomainIsolationService,retrieval,OpenIntelligence/Services/RAG/Safety/DomainIsolationService.swift,"DomainIsolationService, ScientificDomain, Classification, ClassifiedChunk, Assessment","classifyQuery, classifyChunk, assess, allowsCrossDomainSynthesis, classify",,,,,no,no,no,no,medium,Docs/RETRIEVAL_PIPELINE.md,RAG orchestrator and general retriever services,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
QualityAssuranceService,QualityAssuranceService,retrieval,OpenIntelligence/Services/RAG/Safety/QualityAssuranceService.swift,"RAGQualityMetrics, RAGBenchmarkCaseResult, QueryClass, RAGBenchmarkPipelineCensus, RAGBenchmarkSuiteResult, QATestCase, AnswerType, Difficulty, EmbeddingSimilarityPair","testEmbeddingSanity, testRetrievalAccuracy, testAnswerQuality, runFullQualitySuite, runEndToEndBenchmarkSuite",,,,,no,yes,no,no,medium,Docs/RETRIEVAL_PIPELINE.md,RAG orchestrator and general retriever services,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
SourceOnlyAnswerService,SourceOnlyAnswerService,verification gates,OpenIntelligence/Services/RAG/Safety/SourceOnlyAnswerService.swift,"SourceOnlyClaimDraft, SourceOnlyDomainBlockDraft, SourceOnlyAnswerDraft, SourceOnlyClaimReview, SourceOnlyReviewBundle, SourceOnlyClaimVerdict, SourceOnlyVerifiedClaim, SourceOnlyAnswerOutcome, SourceOnlyVerificationMode, SourceOnlyAnswerService, ReviewAggregation, EvidenceRecord, RiskProfile","verifyAndRender, buildExtractionInstructions, buildReviewInstructions, buildEvidenceRecords, renderEvidencePrompt",,,,,no,no,no,no,medium,Docs/RETRIEVAL_PIPELINE.md,Validates generation facts and scores output confidence,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
VerificationGateService,VerificationGateService,verification gates,OpenIntelligence/Services/RAG/Safety/VerificationGateService.swift,"RAGVerificationResult, GateResult, ClaimResult, Verdict, VerificationGate, VerificationConfig, GateBEvaluation, VerificationClaimInput","verify, checkRetrievalConfidence, runGateA, runGateB, runGateC",,,,,no,no,no,no,medium,Docs/RETRIEVAL_PIPELINE.md,Validates generation facts and scores output confidence,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
AgenticPolicyService,AgenticPolicyService,citations/source rendering,OpenIntelligence/Services/RAG/Tuning/AgenticPolicyService.swift,"AgenticRetrievalQuality, AgenticReasoningPolicy, AgenticPolicyService","evidenceCoverageTarget, noveltyExhausted, shouldTreatAsSaturated, retrievalQuality, downgradedForSemanticMismatch",,,,,no,no,no,no,low,Docs/RETRIEVAL_PIPELINE.md,Source citations visualization in UI,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
AutoTuneService,AutoTuneService,generation,OpenIntelligence/Services/RAG/Tuning/AutoTuneService.swift,AutoTuneService,"tuneForSelection, clamp",,,,,no,yes,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Local/remote LLM text generation coordination,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
ConfidencePolicyService,ConfidencePolicyService,verification gates,OpenIntelligence/Services/RAG/Tuning/ConfidencePolicyService.swift,"QueryConfidencePolicy, ConfidencePolicyService","policy, detectTouchyQuery",,,,,no,no,no,no,medium,Docs/RETRIEVAL_PIPELINE.md,Validates generation facts and scores output confidence,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
EvidenceScoringPolicyService,EvidenceScoringPolicyService,citations/source rendering,OpenIntelligence/Services/RAG/Tuning/EvidenceScoringPolicyService.swift,EvidenceScoringPolicyService,"isSentenceStopWord, meaningfulSentenceTokens, precisionLockThreshold, isStateLookupQuery, stateLookupAnchors",,,,,no,no,no,no,low,Docs/RETRIEVAL_PIPELINE.md,Source citations visualization in UI,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
RetrievalPolicyService,RetrievalPolicyService,citations/source rendering,OpenIntelligence/Services/RAG/Tuning/RetrievalPolicyService.swift,"RetrievalMetrics, RetrievalFilteringDecision, RetrievalCascadeDecision, AgenticRetrievalStage, RetrievalPolicyService","filteringDecision, cascadeDecision, parentDocumentConfig, agenticMinSimilarity, baseMinSimilarity",,,,,no,no,no,no,low,Docs/RETRIEVAL_PIPELINE.md,Source citations visualization in UI,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
DocumentationCacheService,DocumentationCacheService,chat persistence,OpenIntelligence/Services/Storage/DocumentationCacheService.swift,"CachedDocument, SourceType, for, CachedDocMetadata, for, DocumentationCacheIndex, Keys","makeCacheFilename, cache, get, get, listCached",,,,,no,no,no,no,low,Docs/Engineering/STORAGE_AND_PIPELINE_TRACE.md,Saves conversation history and cached assets,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
FullTextStorageService,FullTextStorageService,generation,OpenIntelligence/Services/Storage/FullTextStorageService.swift,SearchMatch,"cacheDocument, getAllStoredDocumentIds, store, retrieve, delete",,,,,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Local/remote LLM text generation coordination,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
SQLiteFullTextService,SQLiteFullTextService,SQLite/FTS storage,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,"FTS5SearchResult, FTS5PatternCount, StructuredChunkMetadata, SQLiteChunk, PageSearchResult, ChunkSearchResult, FTS5Statistics, ContainerStat, DocumentStat, FTS5IndexInfo, DeepDiagnostics, TableStat, TermFrequency, TermDistribution, DocumentLengthStat, SearchPerformanceMetrics","shutdown, checkpoint, beginTransaction, commitTransaction, rollbackTransaction",SQLite3,"retrieval, document import",SQLite FTS index,SQLite FTS index,no,no,no,no,medium,Docs/Engineering/STORAGE_AND_PIPELINE_TRACE.md,Relational metadata and Full-Text Search database,code_verified,exact,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
BNNSVectorDatabase,BNNSVectorDatabase,iCloud/workspace sync,OpenIntelligence/Services/VectorStore/BNNSVectorDatabase.swift,,"awaitLoad, getGPUCompute, binaryURLs, binaryFileURLs, loadFromDisk","iCloud Drive Ubiquity, ContainerService",library/container management,iCloud Drive Ubiquity / SQLite,iCloud Drive Ubiquity / SQLite,yes,no,no,no,high,Docs/AppleIntelligenceTransitionPlan.md,iCloud Drive Ubiquity/iCloud database synchronization,code_verified,exact,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
VectorDatabase,VectorDatabase,vector storage,OpenIntelligence/Services/VectorStore/VectorDatabase.swift,"VectorDatabase, methods, VectorDatabaseStats, InMemoryVectorDatabase, VectorDatabaseError","store, storeBatch, search, deleteChunks, clear","CoreML, Accelerate","retrieval, embeddings",BNNS Vector Database,BNNS Vector Database,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Stores high-dimensional vectors locally,code_verified,exact,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
VectorStoreRouter,VectorStoreRouter,vector storage,OpenIntelligence/Services/VectorStore/VectorStoreRouter.swift,VectorStoreRouter,"setupMemoryWarningObserver, handleMemoryPressure, db, describeKind, invalidate","CoreML, Accelerate","retrieval, embeddings",BNNS Vector Database,BNNS Vector Database,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Stores high-dimensional vectors locally,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
VecturaVectorDatabase,VecturaVectorDatabase,vector storage,OpenIntelligence/Services/VectorStore/VecturaVectorDatabase.swift,"VecturaVectorDatabase, VecturaVectorDatabase","store, storeBatch, search, deleteChunks, clear","CoreML, Accelerate","retrieval, embeddings",BNNS Vector Database,BNNS Vector Database,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Stores high-dimensional vectors locally,code_verified,exact,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
CloudConsentPromptView,CloudConsentPromptView,PCC routing/consent,OpenIntelligence/UI/Components/CloudConsentPromptView.swift,"CloudConsentPromptView, ConsentFeatureRow, ConsentDetailRow",,"AppleFoundationModels, SettingsStore",retrieval,UserDefaults,,no,yes,no,no,high,Docs/PRIVACY_AND_ROUTING.md,PCC boundary routing and user consent,code_verified,exact,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
InfoButtonView,InfoButtonView,chat UI,OpenIntelligence/UI/Components/InfoButtonView.swift,InfoButtonView,,,,,,no,no,no,no,low,README.md,Chat interactive user interfaces,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
IngestionQueueOverlay,IngestionQueueOverlay,ingestion queue,OpenIntelligence/UI/Components/IngestionQueueOverlay.swift,"IngestionConsoleView, IngestionConsoleLogRow, AggregatedMetrics, IngestionQueueOverlay, IngestionQueueRow, CustomProgressBar, TotalsSummaryCard","shortProviderDisplay, shortChunkStrategy, sortOrder, metricLabel, extractionSection",,,,,no,no,no,no,medium,Docs/INGESTION_PIPELINE.md,Monitors active document ingestion pipeline,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
ModelStatusIndicator,ModelStatusIndicator,generation,OpenIntelligence/UI/Components/ModelStatusIndicator.swift,"ModelStatusIndicator, DetailRow, BulletPoint, ModelQuickSelector, QuickModelPickerSheet","cleanModelName, modelRow",,,,,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Local/remote LLM text generation coordination,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
SurfaceCard,SurfaceCard,chat UI,OpenIntelligence/UI/DesignSystem/SurfaceCard.swift,"SurfaceCard, SectionHeader, SectionFooter",,,,,,no,no,no,no,low,README.md,Chat interactive user interfaces,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
Theme,Theme,generation,OpenIntelligence/UI/DesignSystem/Theme.swift,"DSColors, DSTypography, DSSpacing, DSCorners, DSShadows, ShadowModifier, DSAnimations, RoundedSectionModifier, ChipModifier, DSGlass, GlassCardModifier, GlassToolbarModifier, GlassTabBarModifier, NavigationBarItem, TitleDisplayMode, DSHaptics, BubbleBackground, HapticButtonStyle, HapticType","chipBackground, bubble, fab, body, bubbleShadow",,,,,no,no,no,no,medium,Docs/Engineering/RAG_TECHNICAL.md,Local/remote LLM text generation coordination,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
IngestionLiveActivityWidget,IngestionLiveActivityWidget,ingestion queue,OpenIntelligenceLiveActivities/IngestionLiveActivityWidget.swift,"IngestionLiveActivityWidget, IngestionLiveActivityLockScreenView","lockScreenTint, keylineTint, expandedHeader, expandedStats, expandedQueue",,,,,no,no,no,no,medium,Docs/INGESTION_PIPELINE.md,Monitors active document ingestion pipeline,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
OpenIntelligenceLiveActivitiesBundle,OpenIntelligenceLiveActivitiesBundle,retrieval,OpenIntelligenceLiveActivities/OpenIntelligenceLiveActivitiesBundle.swift,OpenIntelligenceLiveActivitiesBundle,,,,,,no,no,no,no,medium,Docs/RETRIEVAL_PIPELINE.md,General retriever coordinator,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
OpenIntelligenceEngineTests,OpenIntelligenceEngineTests,tests,OpenIntelligenceTests/OpenIntelligenceEngineTests.swift,OpenIntelligenceEngineTests,"setUp, tearDown, testCreateLibrary_emptyNameThrows",,,,,no,no,no,no,low,Docs/EVALS.md,Unit/Integration Test suite,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
SemanticChunkerTests,SemanticChunkerTests,tests,OpenIntelligenceTests/Services/Document/Chunking/SemanticChunkerTests.swift,"SemanticChunkerTests, with","setUp, tearDown, testChunkText_basicSingleChunk, testChunkText_longTextChunking, testChunkText_WithEmptyString_ReturnsEmptyArray",,,,,no,no,no,no,low,Docs/EVALS.md,Unit/Integration Test suite,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
DocumentProcessorTests,DocumentProcessorTests,tests,OpenIntelligenceTests/Services/Document/Processing/DocumentProcessorTests.swift,DocumentProcessorTests,"testTableCellReadabilityScore_EmptyString_ReturnsZero, testTableCellReadabilityScore_NonPrintableCharacters_ReturnsZero, testTableCellReadabilityScore_HighlyReadableText, testTableCellReadabilityScore_NumbersOnly, testTableCellReadabilityScore_MixedGibberish",,,,,no,no,no,no,low,Docs/EVALS.md,Unit/Integration Test suite,code_verified,exact,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
ContextPackingServiceTests,ContextPackingServiceTests,tests,OpenIntelligenceTests/Services/RAG/Retrieval/ContextPackingServiceTests.swift,ContextPackingServiceTests,"setUp, tearDown, createDummyChunk, testBasicContextPacking, testContextPackingWithTokenBudget",,,,,no,no,no,no,low,Docs/EVALS.md,Unit/Integration Test suite,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
HybridSearchServiceTests,HybridSearchServiceTests,tests,OpenIntelligenceTests/Services/RAG/Retrieval/HybridSearchServiceTests.swift,"DummyVectorDatabase, HybridSearchServiceTests","store, storeBatch, search, search, allChunks",,,,,no,no,no,no,low,Docs/EVALS.md,Unit/Integration Test suite,code_verified,exact,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
Package,Package,App Intents/Siri/Shortcuts,Package.swift,,,"retrieval, document import",SiriDaemon,,,no,no,no,yes,high,Docs/ROADMAP.md,Siri and Shortcuts automation triggers,code_verified,high,Phase 2 Recovered Inventories,delta_repair.py,Delta repaired against Phase 2
